i,lat,long
335,44.641352396300725,-123.08263884767769
335,41.89229151450878,-87.60530413228989
335,41.97217084365278,-87.7267117119497
336,41.87094657114104,-87.77429677577251
336,41.890812800000006,-87.63132305
336,40.42934015,-111.79783945
336,42.307289123535156,-87.85054016113281
336,41.85002899169922,-87.6500473022461
338,41.89229151450878,-87.60530413228989
338,41.89110065097819,-87.6140032617778
338,41.890812800000006,-87.63132305
338,40.42934015,-111.79783945
338,42.307289123535156,-87.85054016113281
338,41.85002899169922,-87.6500473022461
338,45.44636397816258,-122.58595467233243
338,41.89229151450878,-87.60530413228989
338,41.946929931640625,-87.77188110351562
338,41.941566467285156,-87.76432800292969
338,41.88922095123231,-88.19485861682031
338,41.724156962353966,-87.54748322901592
338,41.716552898268446,-87.6085049045434
338,41.741846050655894,-87.71435052368712
338,41.89229151450878,-87.60530413228989
338,41.815223693847656,-87.71168518066406
339,38.7690163071866,-88.30669478275459
339,41.89110065097819,-87.6140032617778
340,41.82257215,-87.6816561
343,41.724156962353966,-87.54748322901592
343,41.65026755,-87.61722355
344,41.820202475940214,-87.74340922867228
344,40.0119514465332,-88.46741485595703
345,41.890812800000006,-87.63132305
345,37.9078945,-88.9410935
345,41.724156962353966,-87.54748322901592
346,41.890812800000006,-87.63132305
346,41.89110065097819,-87.6140032617778
346,41.820202475940214,-87.74340922867228
347,41.724156962353966,-87.54748322901592
347,41.724156962353966,-87.54748322901592
348,41.85002899169922,-87.6500473022461
348,41.890812800000006,-87.63132305
348,41.810726165771484,-87.74286651611328
348,41.724156962353966,-87.54748322901592
348,41.76363754272461,-87.63678741455078
348,41.79387414085752,-87.68387359325466
348,41.8723030090332,-87.73546600341797
348,42.403221619330644,-86.28178413111092
348,41.654850006103516,-87.6168212890625
348,41.98542551851754,-87.65690216273212
348,41.737667083740234,-87.65001678466797
348,41.897786098978486,-87.73669715550841
348,41.91216153687042,-87.70193756504099
348,41.748592376708984,-87.65032196044922
348,41.93595156605303,-87.71460667924039
348,41.87094657114104,-87.77429677577251
348,41.890812800000006,-87.63132305
348,41.891807556150525,-87.74406973520081
348,41.86844645000001,-87.71064340000001
348,41.80257725,-87.6149757
348,41.8386435,-87.62328310000001
348,41.963939707438236,-87.65030765070816
348,45.44636397816258,-122.58595467233243
348,41.724156962353966,-87.54748322901592
348,41.69236373901367,-87.65471649169922
348,41.77217102050781,-87.9363021850586
348,41.79573059082031,-87.6850357055664
351,41.89110065097819,-87.6140032617778
352,41.9078468,-87.70127120000001
352,41.890812800000006,-87.63132305
352,41.89818572998047,-87.69820404052734
355,41.89110065097819,-87.6140032617778
355,41.8464444,-87.6475661
355,41.77691385,-87.59162515
355,41.93595156605303,-87.71460667924039
355,41.724156962353966,-87.54748322901592
355,41.859912200000004,-87.67110605
355,41.724156962353966,-87.54748322901592
355,41.748165130615234,-87.55062103271484
